Headline,True_Label
"Cramo Plc is a service company specialising in construction machinery and equipment rental and rental-related services , as well as rental and sale of modular space .",NEUTRAL
credit 20 November 2009 - Finnish glass technology company Glaston Oyj Abp ( HEL : GLA1V ) said today it concluded a EUR74m revolving credit facility agreement with its core banks .,POSITIVE
"CS Cabot exports 55 % of its production mainly to Goodyear , Bridgestone and Michelin plants in Poland , as well as to Germany 's Michelin or Italy 's Pirelli through the company 's logistics center in Paris , Stefan said .",NEUTRAL
"Currently , the plant operates on full capacity .",NEUTRAL
Danske Bank is Denmark 's largest bank with 3.5 million customers .,NEUTRAL
Decisions are to be made as quickly as possible .,NEUTRAL
Deliveries by Outotec will take place over 30 months .,NEUTRAL
"Deliveries of Nokia 1112 , Nokia 2310 and Nokia 2610 are expected to start in the second quarter of 2006 .",NEUTRAL
Delivery is due in the second half of 2011 .,NEUTRAL
"Den Bosch-based TomTom is Europe 's largest maker of automotive navigation devices , while Cayman Islands-based Garmin is larger in the U.S. and overall .",NEUTRAL
"Depending on the market situation , such projects are sold after 1 to 3 years after completion .",NEUTRAL
"Dubbed Nokia Money Solutions , company officials say the initiative would seek to bridge the gap between the banked and unbanked in developing countries .",POSITIVE
"Due to market conditions , the company will also temporarily lay off about 3,200 people at different sites .",NEGATIVE
"Due to Pirkka beer , Olvi 's brewery in Iisalmi is moving to 7-day , 24-hour work shifts .",NEUTRAL
"During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them .",NEUTRAL
Efore has decided to establish a company for eletric vehicle ( EV ) business in China .,NEUTRAL
"Elcoteq Dongguan was established in 1999 in the Nancheng District of Dongguan , China and is one of Elcoteq s four volume manufacturing plants in the Asia-Pacific region .",NEUTRAL
"Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) .",NEUTRAL
Electricity consumption grows with higher frequencies .,NEUTRAL
Elisa has commissioned Finland 's Poyry Telecom Oy to conduct a study of reception in some of Estonia 's largest cities besides Tallinn .,NEUTRAL
"Elsewhere , the tendency is towards more developed packaging than before .",NEUTRAL
"Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009 .",NEUTRAL
Eriikka S+derstr+m has previously held several positions in finance and control at Nokia Networks including acting as the Business Group Controller and having the corporate controller position at Nokia Siemens Networks .,NEUTRAL
"Estonia 's Agriculture Minister Helir-Valdor Seeder is in Finland on a two-day visit , in the course of which he will meet with his Finnish counterpart Sirkka-Liisa Anttila .",NEUTRAL
Etteplan targets to employ at least 20 people in Borl+nge .,POSITIVE
EUR 220 million of the transaction consideration was paid in the form of four-year interest-bearing vendor notes .,NEUTRAL
"Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot .",NEUTRAL
Feed companies Suomen Rehu and Raisio do no import GMO feed .,NEUTRAL
"Financial , strategic and operational factors are considered .",NEUTRAL
Financial details were not disclosed .,NEUTRAL
Financial details were n't disclosed .,NEUTRAL
Financial terms were not disclosed .,NEUTRAL
Financial terms were n't disclosed .,NEUTRAL
"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki .",NEUTRAL
"Finland-based companies , L+nnen Tehtaat and Raisio , have decided to dissolve the joint venture company ZAO Scandic Feed , which was established to start local animal feed business and feed production in northwest Russia .",NEUTRAL
"Finnish cargo handling solutions company Cargotec Oyj said on June 17 , 2008 that it will acquire New Zealand tailgates distributor Zepro Tailgate ( 1987 ) Limited for an undisclosed sum .",NEUTRAL
"Finnish construction machinery and equipment rental group Cramo Oyj said on March 21 , 2007 its Swedish sector subsidiary Cramo AB will sell its Dutch subsidiary Cramo Nederland B.V. ( CNL ) to Dutch rental and scaffolding company Jaston Groep B.V. for an undisclosed sum .",NEUTRAL
"Finnish drug distributor and wholesaler Oriola-KD Oyj said on October 11 , 2006 it named Anne Kariniemi vice president of its Logistics and Sourcing department as of January 15 , 2007 .",NEUTRAL
"Finnish electronics contract maker Incap Oyj said on January 3 , 2008 it sold its manufacturing facilities in Helsinki to local real estate company Sponda Oyj for 5.3 mln euro ( $ 7.8 mln ) .",NEUTRAL
Finnish fibre-based materials maker Ahlstrom Corp ( HEL : AHL1V ) said today it decided to close down its spunlace composite production line number 23 at Chirnside plant in the UK by the end of March 2011 .,NEUTRAL
Finnish investment company Neomarkka is the main owner of Kuitu Finland 's successor .,NEUTRAL
"Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .",NEUTRAL
"Finnish investor Scanfil Oyj ( HEL : SCF1V ) said last Friday it has bought 57 million shares , or 32.96 % , in Norwegian contract electronics manufacturer Kitron ASA ( OSL : KIT ) for NOK 143.9 million ( USD 24.4 m-EUR 18.1 m ) .",NEUTRAL
Finnish plastic pipe maker Uponor is selling its Irish and UK infrastructure businesses to private equity company 3i .,NEUTRAL
"Finnish property investor Sponda said it has agreed a 100 mln eur , five-year mln credit facility with Swedbank and a 50 mln eur , seven-year facility with OKO Bank .",NEUTRAL
"Finnish publisher Alma Media ( HEL : ALN1V ) said Wednesday it has decided to further extend its EUR1 .85 ( USD2 .75 ) apiece mandatory tender offer for media group Talentum ( HEL : TTM1V ) , which started on 19 August , until 16 November .",NEUTRAL
"Finnish real estate company Sponda Oyj said on April 11 , 2008 it would build Vuosaari Harbour Service Center at the Port of Helsinki .",NEUTRAL
Finnlines said that the deal is part of its strategy to focus on its core businesses .,NEUTRAL
"First Industrial will seek LEED designation for Uponor 's new building and a 282,000 square-foot speculative distribution center at First Park Lakeville .",NEUTRAL
"Following the move , Stora Enso holding in NewPage will remain unchanged .",NEUTRAL
"Following the registration , the share capital of Biotie is EUR 52,556,678.10 .",NEUTRAL
"Foodservice and consumer goods markets are served by approximately 13,000 people in 54 manufacturing units and several sales offices in 33 countries .",NEUTRAL
For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register .,NEUTRAL
"Fortum expects its annual capital expenditure in the next four to five years to be within a range of EUR 0.8-1 .2 billion , as earlier announced .",NEUTRAL
Fortum had intended to spend as much as ( EURO ) 2.7 bn to become the sole owner of TGK-10 .,NEUTRAL
"Fortum holds 90.2 pct of the share capital and 94.4 pct of the voting rights in the company , which it now plans to delist from the Warsaw Stock Exchange .",NEUTRAL
"Founded in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms .",NEUTRAL
"from BUSINESS LINE , May 16 , 2008 Sriperumbudur , May 15 - Nokia 's two key suppliers - Aspocomp and Wintek - are likely to start operations within three months in the Nokia Telecom Park at Sriperumbudur , 45 km west off Chennai .",NEUTRAL
"F-Secure Internet Security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities .",NEUTRAL
"F-Secure reported that : - The first half of 2008 has seen a growing number of targeted malware attacks on individuals , companies , and organizations .",NEUTRAL
"Furthermore , Novator Finland Oy has entered into a securities lending agreement , whereby Novator Finland Oy will hold directly the same amount of shares that are underlying of the OMX market forwards from May 23 through May 26 , 2008 .",POSITIVE
Gearing was 43 % compared to 67 % in 2004 .,NEUTRAL
"GENEVA , Feb. 10 -- Tero Aaltonen , Finland has developed a radio resource control method .",NEUTRAL
"Germany 's innovational centers are united in focusing at companies , which aim at use of technologies and development of new kinds of activity , through supporting the beginner companies with the entire spectrum of their services .",NEUTRAL
"Glaston , headquartered in Tampere , Finland , is a growing , international glass technology company .",POSITIVE
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products , and operates in Finland .",NEUTRAL
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland .",NEUTRAL
"Global Markets Direct 's Pohjola Bank plc - Financial Analysis Review is an in-depth business , financial analysis of Pohjola Bank plc. .",NEUTRAL
GSK announced in November 2008 that it would close its operations in Dartford .,NEGATIVE
He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State .,NEUTRAL
He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001 .,NEUTRAL
"Headline of release dated March 26 , 2008 should read : Acacia Subsidiary Enters into Settlement Agreement for Rule Based Monitoring Technology with F-Secure ( sted Acacia Technologies Licenses Rule Based Monitoring Technology to F-Secure ) .",NEUTRAL
"HELSINKI , Finland , Sept. 18 , 2009 ( GLOBE NEWSWIRE ) -- Ixonos Plc expands the company 's smartphone R&D services and establishes a new next-generation smartphone design unit in connection with Ixonos ' site in Jyvaeskylae .",POSITIVE
